nama_rumah,kamar_mandi,kamar_tidur,luas_m2,harga,harga_m2,alamat,link,harga_kategori,harga_m2_kategori,latitude,longitude,distance,nomor,TEBET,SETIA BUDI,MAMPANG PRAPATAN,PASAR MINGGU,KEBAYORAN LAMA,CILANDAK,KEBAYORAN BARU,PANCORAN,JAGAKARSA,PESANGGRAHAN
Rumah Mewah Di Jakarta Selatan,1,3,73,1397000000,22532258,"Jakarta selatan, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-mewah-di-jakarta-selatan-oleh-rahmi-18629860,"0 - 1,5 M",15 - 25 Juta,-6.253739999999938,106.79731000000004,,1607,0.07849127902561559,0.0667709723291603,0.025102308200255052,0.06907400417491871,0.02147073203185279,0.042907604381012376,0.01314152987736783,0.04792188675640752,0.10536393866967408,0.04197754727297376
"Hunian nyaman murah dikelasnya, dan strategis diarea selatan jakarta deket MRT 5 menit ke tol andara",2,3,87,1397000000,19957143,"Jatiloka residence, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-nyaman-murah-dikelasnya-dan-strategis-diarea-selatan-jakarta-deket-mrt-5-menit-ke-tol-andara-oleh-haries-eko-winarno-17084726,"0 - 1,5 M",15 - 25 Juta,-6.2500037608608965,106.81203008015268,,1608,0.06003495973393136,0.04831465303747606,0.011266452453514653,0.05809016316131821,0.032454573045453294,0.06136392367269661,0.015862015452083433,0.03693804574280701,0.09438009765607358,0.053747318234657726
Rumah Pilihan Milenial Dekat Cilandak Square Jakarta Selatan,2,3,73,1397000000,22532258,"Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pilihan-milenial-dekat-cilandak-square-jakarta-selatan-oleh-ratih-18104104,"0 - 1,5 M",15 - 25 Juta,-6.30875999999995,106.79864000000003,,1609,0.13218127902563115,0.12046097232917585,0.07879230820027061,0.048579975726598335,0.07782073203186002,0.021396503402058897,0.06683152987738339,0.09841334168401161,0.04901393866966686,0.09832754727298099
Rumah Exclusive 2 Lantai gaya kekinian dekat Tol Andara,2,3,73,1397000000,22532258,"Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-exclusive-2-lantai-gaya-kekinian-dekat-tol-andara-oleh-fatma-mutia-17807883,"0 - 1,5 M",15 - 25 Juta,-6.30875999999995,106.79864000000003,,1610,0.13218127902563115,0.12046097232917585,0.07879230820027061,0.048579975726598335,0.07782073203186002,0.021396503402058897,0.06683152987738339,0.09841334168401161,0.04901393866966686,0.09832754727298099
Rumah Pilihan Milenial  Dekat Cilandak Square Jakarta Selatan,2,3,73,1397000000,22532258,"pangkalan jati, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pilihan-milenial-dekat-cilandak-square-jakarta-selatan-oleh-rahmi-18778997,"0 - 1,5 M",15 - 25 Juta,-6.313112166515586,106.79625177873173,,1611,0.13892166680957185,0.12720136011311656,0.08553269598421132,0.05532036351053904,0.07978467727919103,0.02336044864938991,0.0735719176613241,0.10515372946795232,0.047049993422335845,0.100291492520312
Cluster Milenial Di Cinere,2,2,73,1397000000,22532258,"Cinere, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-milenial-di-cinere-oleh-rahmi-18654841,"0 - 1,5 M",15 - 25 Juta,-6.3250399999999445,106.78453000000007,,1612,0.16257127902558555,0.15085097232913025,0.10918230820022501,0.07896997572655273,0.0799907320318951,0.04117239561895758,0.09722152987733779,0.128803341683966,0.04684393866963177,0.10049754727301607
Hunian Mewah Dengan Pondasi Bata Merah,2,2,73,1397000000,22532258,"Cinere Golf Pangkalan Jati, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-mewah-dengan-pondasi-bata-merah-oleh-rahmi-18679885,"0 - 1,5 M",15 - 25 Juta,-6.320379999999942,106.79292000000004,,1613,0.1495212790256204,0.1378009723291651,0.09613230820025986,0.06591997572658759,0.08372073203185604,0.028122395618992435,0.08417152987737264,0.11575334168400087,0.04311393866967084,0.104227547272977
Rumah Keren Dengan Lokasi Keren,2,3,73,1397000000,22532258,"Antasari, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-keren-dengan-lokasi-keren-oleh-rahmi-18716218,"0 - 1,5 M",15 - 25 Juta,-6.310194959542805,106.85190006943978,,1614,0.08234850505328328,0.11244723426700798,0.08879473551549211,0.04197102480768855,0.13251576101446005,0.07609153238465893,0.11592320342109019,0.06312314222619975,0.05343566092700769,0.15302257625558102
Jatiloka Residence,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jatiloka-residence-oleh-budiman-18606885,"0 - 1,5 M",15 - 25 Juta,-6.315115998574367,106.79575335360748,,1615,0.14142392399260206,0.12970361729614677,0.08803495316724153,0.05782262069356925,0.08129008421372319,0.02486585558392207,0.0760741748443543,0.10765598665098253,0.045544586487803684,0.10179689945484416
Jatiloka Residence,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Fatmawati, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jatiloka-residence-oleh-budiman-18734200,"0 - 1,5 M",15 - 25 Juta,-6.315115998574367,106.79575335360748,,1616,0.14142392399260206,0.12970361729614677,0.08803495316724153,0.05782262069356925,0.08129008421372319,0.02486585558392207,0.0760741748443543,0.10765598665098253,0.045544586487803684,0.10179689945484416
"3 Bedrooms Rumah Pondok Labu, Jakarta Selatan, DKI Jakarta",2,3,73,1397000000,22532258,"Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-3-bedrooms-rumah-pondok-labu-jakarta-selatan-dki-jakarta-oleh-budiman-18320449,"0 - 1,5 M",15 - 25 Juta,-6.30875999999995,106.79864000000003,,1617,0.13218127902563115,0.12046097232917585,0.07879230820027061,0.048579975726598335,0.07782073203186002,0.021396503402058897,0.06683152987738339,0.09841334168401161,0.04901393866966686,0.09832754727298099
Jatiloka Residence,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Antasari, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jatiloka-residence-oleh-budiman-18734086,"0 - 1,5 M",15 - 25 Juta,-6.315115998574367,106.79575335360748,,1618,0.14142392399260206,0.12970361729614677,0.08803495316724153,0.05782262069356925,0.08129008421372319,0.02486585558392207,0.0760741748443543,0.10765598665098253,0.045544586487803684,0.10179689945484416
Jatiloka Residence,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jatiloka-residence-oleh-budiman-18736457,"0 - 1,5 M",15 - 25 Juta,-6.3138900167839145,106.79610999617546,,1619,0.13984129963417047,0.12812099293771517,0.08645232880880993,0.056239996335137654,0.08042074499125018,0.02399651636144906,0.07449155048592271,0.10607336229255093,0.04641392571027669,0.10092756023237115
Jatiloka Residence,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jatiloka-residence-oleh-budiman-18608185,"0 - 1,5 M",15 - 25 Juta,-6.315115998574367,106.79575335360748,,1620,0.14142392399260206,0.12970361729614677,0.08803495316724153,0.05782262069356925,0.08129008421372319,0.02486585558392207,0.0760741748443543,0.10765598665098253,0.045544586487803684,0.10179689945484416
Hunian Asri 2 Lantai Nyaman Dekat Tol Andara Di Pondok Labu Jaksel,2,3,73,1397000000,22532258,"Jl.pangkalan jati 2.no.35, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-asri-2-lantai-nyaman-dekat-tol-andara-di-pondok-labu-jaksel-oleh-budiman-18296243,"0 - 1,5 M",15 - 25 Juta,-6.249450306766906,106.90732392506037,,1621,0.07702770789797242,0.10712643711169711,0.08920131009310683,0.11941364256677911,0.12729776752454303,0.15721122267437426,0.11060240626577933,0.06958027660936583,0.1696041693234962,0.14959461723633538
Rumah Milenial Dengan Harga Irit,2,3,73,1397000000,22532258,"golf pangkalan jati, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-milenial-dengan-harga-irit-oleh-rahmi-18742065,"0 - 1,5 M",15 - 25 Juta,-6.313112166515586,106.79625177873173,,1622,0.13892166680957185,0.12720136011311656,0.08553269598421132,0.05532036351053904,0.07978467727919103,0.02336044864938991,0.0735719176613241,0.10515372946795232,0.047049993422335845,0.100291492520312
Rumah Pilihan Milenial Lokasi Strategis Dekat Golf Pangkalan Jati,2,3,73,1397000000,22532258,"jakarta selatan, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-pilihan-milenial-lokasi-strategis-dekat-golf-pangkalan-jati-oleh-rahmi-18764123,"0 - 1,5 M",15 - 25 Juta,-6.253739999999938,106.79731000000004,,1623,0.07849127902561559,0.0667709723291603,0.025102308200255052,0.06907400417491871,0.02147073203185279,0.042907604381012376,0.01314152987736783,0.04792188675640752,0.10536393866967408,0.04197754727297376
Hunian Strategis Dekat Kampus Ternama,2,3,73,1397000000,22532258,"pangkalan jati, Antasari, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-strategis-dekat-kampus-ternama-oleh-rahmi-18767377,"0 - 1,5 M",15 - 25 Juta,-6.313112166515586,106.79625177873173,,1624,0.13892166680957185,0.12720136011311656,0.08553269598421132,0.05532036351053904,0.07978467727919103,0.02336044864938991,0.0735719176613241,0.10515372946795232,0.047049993422335845,0.100291492520312
Rumah Exclusive 2 Lantai di Jakarta Selatan,2,3,73,1397000000,23283333,"Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-exclusive-2-lantai-di-jakarta-selatan-oleh-fatma-mutia-17723796,"0 - 1,5 M",15 - 25 Juta,-6.3250399999999445,106.78453000000007,,1625,0.16257127902558555,0.15085097232913025,0.10918230820022501,0.07896997572655273,0.0799907320318951,0.04117239561895758,0.09722152987733779,0.128803341683966,0.04684393866963177,0.10049754727301607
Cantik Rumah Milenials Dengan Desain Keren,2,3,73,1397000000,23283333,"pangkalan jati, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cantik-rumah-milenials-dengan-desain-keren-oleh-rahmi-18912578,"0 - 1,5 M",15 - 25 Juta,-6.313112166515586,106.79625177873173,,1626,0.13892166680957185,0.12720136011311656,0.08553269598421132,0.05532036351053904,0.07978467727919103,0.02336044864938991,0.0735719176613241,0.10515372946795232,0.047049993422335845,0.100291492520312
Hunian Mewah Pilihan Milenial Dengan Interior Yang Keren,2,3,73,1397000000,23283333,"pangkalan jati, Ragunan, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-mewah-pilihan-milenial-dengan-interior-yang-keren-oleh-rahmi-18799233,"0 - 1,5 M",15 - 25 Juta,-6.313112166515586,106.79625177873173,,1627,0.13892166680957185,0.12720136011311656,0.08553269598421132,0.05532036351053904,0.07978467727919103,0.02336044864938991,0.0735719176613241,0.10515372946795232,0.047049993422335845,0.100291492520312
Mewah Rumah Milenials Dekat Ragunan,2,3,73,1397000000,23283333,"pangkalan jati, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-mewah-rumah-milenials-dekat-ragunan-oleh-rahmi-18903189,"0 - 1,5 M",15 - 25 Juta,-6.313112166515586,106.79625177873173,,1628,0.13892166680957185,0.12720136011311656,0.08553269598421132,0.05532036351053904,0.07978467727919103,0.02336044864938991,0.0735719176613241,0.10515372946795232,0.047049993422335845,0.100291492520312
Rumah Murah Dan Mewah Pilihan Milenials Dekat Tol Andara,2,3,73,1397000000,23283333,"pangkalan jati, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-dan-mewah-pilihan-milenials-dekat-tol-andara-oleh-rahmi-18888744,"0 - 1,5 M",15 - 25 Juta,-6.320379999999942,106.79292000000004,,1629,0.1495212790256204,0.1378009723291651,0.09613230820025986,0.06591997572658759,0.08372073203185604,0.028122395618992435,0.08417152987737264,0.11575334168400087,0.04311393866967084,0.104227547272977
Rumah Asri Dan Exclusive Dengan Desain Keren,2,3,73,1397000000,23283333,"pangkalan jati, Cipete, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-asri-dan-exclusive-dengan-desain-keren-oleh-rahmi-18799196,"0 - 1,5 M",15 - 25 Juta,-6.313112166515586,106.79625177873173,,1630,0.13892166680957185,0.12720136011311656,0.08553269598421132,0.05532036351053904,0.07978467727919103,0.02336044864938991,0.0735719176613241,0.10515372946795232,0.047049993422335845,0.100291492520312
Hunian Mewah Dengan Pondasi Bata Merah,2,3,73,1397000000,23283333,"pangkalan jati, Ampera, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-mewah-dengan-pondasi-bata-merah-oleh-rahmi-18816258,"0 - 1,5 M",15 - 25 Juta,-6.313112166515586,106.79625177873173,,1631,0.13892166680957185,0.12720136011311656,0.08553269598421132,0.05532036351053904,0.07978467727919103,0.02336044864938991,0.0735719176613241,0.10515372946795232,0.047049993422335845,0.100291492520312
Hunian Cantik Dengan Free AC 2 Unit,2,3,73,1397000000,23283333,"pangkalan jati, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-cantik-dengan-free-ac-2-unit-oleh-rahmi-18868629,"0 - 1,5 M",15 - 25 Juta,-6.313112166515586,106.79625177873173,,1632,0.13892166680957185,0.12720136011311656,0.08553269598421132,0.05532036351053904,0.07978467727919103,0.02336044864938991,0.0735719176613241,0.10515372946795232,0.047049993422335845,0.100291492520312
Rumah di Bintaro,2,3,90,1380000000,14838710,"Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-di-bintaro-oleh-muhammad-saefullah-18144896,"0 - 1,5 M",10 - 15 Juta,-6.257169999999974,106.76392000000004,,1633,0.11531127902564808,0.10359097232919279,0.061922308200287546,0.09903400417488051,0.023825850768851353,0.06491349659791013,0.049961529877400324,0.08154334168402855,0.13532393866963588,0.012017547273011964
Rumah 2 Lantai di Bintaro,2,3,90,1380000000,15164835,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-di-bintaro-oleh-muhammad-saefullah-17894570,"0 - 1,5 M",15 - 25 Juta,-6.263859999999966,106.77519000000008,,1634,0.1107312790256012,0.09901097232914591,0.057342308200240666,0.08107400417484989,0.019245850768804473,0.04695349659787951,0.045381529877353444,0.07696334168398167,0.11736393866960526,0.029977547273042582
mutiara matoa residence 2,2,3,84,1375500000,18340000,"M.kahfi 1,jalan aselih raya no.78,jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-mutiara-matoa-residence-2-oleh-silvia-16593609,"0 - 1,5 M",15 - 25 Juta,-6.351319992147068,106.79781001377752,,1635,0.17557125739526214,0.16385095069880684,0.1221822865699016,0.09196995409622932,0.11955073795646509,0.06312650932666397,0.11022150824701438,0.1418033200536426,0.04177942733951223,0.14005755319758606
Rumah Cluster Baru di Gandaria Raya Jagakarsa Jakarta Selatan,2,4,130,1375000000,18333333,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cluster-baru-di-gandaria-raya-jagakarsa-jakarta-selatan-oleh-dewi-komalasari-18847702,"0 - 1,5 M",15 - 25 Juta,-6.334499999999935,106.81966000000006,,1636,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.05329997572656264,0.12458073203186704,0.06815650340206592,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988
"Jagakarsa, Jakarta Selatan",3,4,131,1375000000,18333333,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-jakarta-selatan-oleh-dewi-komalasari-18863772,"0 - 1,5 M",15 - 25 Juta,-6.334499999999935,106.81966000000006,,1637,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.05329997572656264,0.12458073203186704,0.06815650340206592,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988
Kemiri loka,2,3,76,1371000000,13057143,"Jl. Kemiri raya, Pondok Cabe, Tangsel, Cilandak, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-kemiri-loka-oleh-dede-sulaeman-18906473,"0 - 1,5 M",10 - 15 Juta,-6.290509999999927,106.79491000000007,,1638,0.11766127902557066,0.10594097232911537,0.06427230820021013,0.03470400417489561,0.055840732031875895,0.0037376043810573023,0.052311529877322904,0.08389334168395113,0.07099393866965098,0.07634754727299686
Rumah Nuansa Asri 2 Lantai Bebas Banjir di Pangkalan Jati Jakarta Selatan,2,3,73,1370000000,22833333,"Pondok Labu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-nuansa-asri-2-lantai-bebas-banjir-di-pangkalan-jati-jakarta-selatan-oleh-sahlani-17123653,"0 - 1,5 M",15 - 25 Juta,-6.30875999999995,106.79864000000003,,1639,0.13218127902563115,0.12046097232917585,0.07879230820027061,0.048579975726598335,0.07782073203186002,0.021396503402058897,0.06683152987738339,0.09841334168401161,0.04901393866966686,0.09832754727298099
Jagakarsa,4,4,120,1370000000,13979592,"Mochamad Kahfi tanah baru tugu, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-iko-18935791,"0 - 1,5 M",10 - 15 Juta,-6.348927191981892,106.80197748491273,,1640,0.1690109860948823,0.157290679398427,0.11562201526952176,0.08540968279584948,0.12132540892649413,0.064901180296693,0.10473285133312427,0.13524304875326276,0.03521915603913239,0.1418322241676151
NEW CLUSTER 42 UNIT RAW 6 METER NEMPEL JAKARTA SELATAN,4,4,120,1370000000,13979592,"Tanah baru, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-new-cluster-42-unit-raw-6-meter-nempel-jakarta-selatan-oleh-allan-dody-18247216,"0 - 1,5 M",10 - 15 Juta,-6.374469999999974,106.80284000000006,,1641,0.19369127902562955,0.18197097232917425,0.140302308200269,0.11008997572659673,0.1477307320319099,0.09130650340210877,0.13113817443854003,0.15992334168401,0.05989944896987964,0.16823754727303086
"Rumah indent ciganjur, jl. Panjang, jakarta selatan",3,3,120,1360000000,16190476,"Jl. Panjang, ciganjur jakarta selatan, Ciganjur, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-indent-ciganjur-jl-panjang-jakarta-selatan-oleh-aziz-faeyza-18303434,"0 - 1,5 M",15 - 25 Juta,-6.348211036360271,106.80355182050543,,1642,0.16672049488055407,0.15500018818409877,0.11333152405519353,0.08311919158152126,0.12218358889758019,0.06575936026777907,0.10559103130421033,0.13295255753893453,0.032928664824804166,0.14269040413870115
Fortunia Residences,3,4,71,1354000000,22566667,". Jl. Raya Southcity Utara Lot 5 No. 12, Pondok Cabe, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-fortunia-residences-oleh-satrio-18942208,"0 - 1,5 M",15 - 25 Juta,-6.253739999999938,106.79731000000004,,1643,0.07849127902561559,0.0667709723291603,0.025102308200255052,0.06907400417491871,0.02147073203185279,0.042907604381012376,0.01314152987736783,0.04792188675640752,0.10536393866967408,0.04197754727297376
Rumah Cantik 2 lantai siap huni Graha raya bintaro,2,3,71,1350000000,19285714,"Graha Raya Bintaro, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-cantik-2-lantai-siap-huni-graha-raya-bintaro-oleh-glodia-18106777,"0 - 1,5 M",15 - 25 Juta,-6.257169999999974,106.76392000000004,,1644,0.11531127902564808,0.10359097232919279,0.061922308200287546,0.09903400417488051,0.023825850768851353,0.06491349659791013,0.049961529877400324,0.08154334168402855,0.13532393866963588,0.012017547273011964
Hunian nyaman dan strategis dekat jalan Raya.,3,3,110,1350000000,13636364,"Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-nyaman-dan-strategis-dekat-jalan-raya-oleh-moza-17867561,"0 - 1,5 M",10 - 15 Juta,-6.309369999999943,106.76682000000004,,1645,0.16461127902562023,0.15289097232916493,0.11122230820025969,0.08100997572658741,0.0731258507688235,0.04321239561899226,0.09926152987737247,0.1308433416840007,0.08022393866967015,0.0671175472729777
Rumah Modern Clasic Dalam Cluster Akses Dekat Tol TB simatupang,3,3,130,1350000000,15340909,"Jln Moh Kahfi 1 Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-modern-clasic-dalam-cluster-akses-dekat-tol-tb-simatupang-oleh-syarifudin-18711710,"0 - 1,5 M",15 - 25 Juta,-6.334499999999935,106.81966000000006,,1646,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.05329997572656264,0.12458073203186704,0.06815650340206592,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988
Jl. M Kahfi 1 Raisan Cipedak Jagakarsa,3,4,140,1350000000,15697674,". Jl. Raisan Cipedak, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jl-m-kahfi-1-raisan-cipedak-jagakarsa-oleh-gerry-drajat-18938729,"0 - 1,5 M",15 - 25 Juta,-6.347531718051809,106.79842542216377,,1647,0.1711675749137509,0.1594472682172956,0.11777860408839036,0.08756627161471808,0.1163778722474591,0.05995364361765798,0.10581782576550314,0.13739963757213136,0.03737574485800099,0.13688468748858007
Cluster Baru 2 Lantai Unit Terbatas Sisa 5 Unit di Jagakarsa,3,3,110,1350000000,19285714,"Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-baru-2-lantai-unit-terbatas-sisa-5-unit-di-jagakarsa-oleh-ronald-ronald-18931292,"0 - 1,5 M",15 - 25 Juta,-6.334499999999935,106.81966000000006,,1648,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.05329997572656264,0.12458073203186704,0.06815650340206592,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988
Hunian Strategis  5 Menit ke MRT LB Bulus,3,3,110,1350000000,19285714,"Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-hunian-strategis-5-menit-ke-mrt-lb-bulus-oleh-ahmad-17305296,"0 - 1,5 M",15 - 25 Juta,-6.309369999999943,106.76682000000004,,1649,0.16461127902562023,0.15289097232916493,0.11122230820025969,0.08100997572658741,0.0731258507688235,0.04321239561899226,0.09926152987737247,0.1308433416840007,0.08022393866967015,0.0671175472729777
Rumah baru siap huni,3,3,110,1350000000,20454545,"jalan sirsak, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-baru-siap-huni-oleh-tarono-18619320,"0 - 1,5 M",15 - 25 Juta,-6.34170678641506,106.81596849831749,,1650,0.147799567123287,0.13607926042683172,0.09441059629792647,0.0641982638242542,0.12809601676442384,0.07167178813462272,0.11150345917105398,0.11403162978166748,0.014007737067537107,0.1486028320055448
Cluster Desain Bali Tropical,3,3,90,1350000000,20769231,"Sadar Raya, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-cluster-desain-bali-tropical-oleh-burhan-18342213,"0 - 1,5 M",15 - 25 Juta,-6.3303594525960305,106.81392847161658,,1651,0.1384922600051688,0.1267719533087135,0.08510328917980825,0.054890956706135974,0.1147086562444839,0.05828442761468278,0.09811609865111404,0.10472432266354925,0.012126014457042977,0.13521547148560487
"Murah, keereen, cuma 7 menit ke mrt",3,3,90,1350000000,22500000,"cirendeu, Cirendeu, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-murah-keereen-cuma-7-menit-ke-mrt-oleh-sabikha-17884299,"0 - 1,5 M",15 - 25 Juta,-6.253739999999938,106.79731000000004,,1652,0.07849127902561559,0.0667709723291603,0.025102308200255052,0.06907400417491871,0.02147073203185279,0.042907604381012376,0.01314152987736783,0.04792188675640752,0.10536393866967408,0.04197754727297376
Dijual rumah unit terakhir dlm culster degn harga spesial,3,4,140,1325000000,15406977,"Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-rumah-unit-terakhir-dlm-culster-degn-harga-spesial-oleh-rizal-hermawan-18879163,"0 - 1,5 M",15 - 25 Juta,-6.334499999999935,106.81966000000006,,1653,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.05329997572656264,0.12458073203186704,0.06815650340206592,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988
"Promo Bebas Merdeka Hanya 1, 3 M an",3,3,90,1325000000,22083333,"Cirendeu, Lebak Bulus, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-promo-bebas-merdeka-hanya-1-3-m-an-oleh-sugiardi-18939485,"0 - 1,5 M",15 - 25 Juta,-6.300079999999981,106.77930000000003,,1654,0.1428412790256619,0.1311209723292066,0.08945230820030137,0.05923997572662909,0.051355850768865174,0.021442395619033938,0.07749152987741414,0.10907334168404237,0.07703393866963548,0.07030754727301236
"Dijual Cepat Rumah Akses Dekat Jalan Utama Jombang, Bintaro Tangerang",2,4,180,1300000000,10317460,"jalan jombang raya, Bintaro, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-akses-dekat-jalan-utama-jombang-bintaro-tangerang-oleh-azhar-17092586,"0 - 1,5 M",10 - 15 Juta,-6.257169999999974,106.76392000000004,,1655,0.11531127902564808,0.10359097232919279,0.061922308200287546,0.09903400417488051,0.023825850768851353,0.06491349659791013,0.049961529877400324,0.08154334168402855,0.13532393866963588,0.012017547273011964
Casa andara,2,3,73,1300000000,16666667,"Jl. Cilobak, Cinere, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-casa-andara-oleh-untung-harsono-18631832,"0 - 1,5 M",15 - 25 Juta,-6.3250399999999445,106.78453000000007,,1656,0.16257127902558555,0.15085097232913025,0.10918230820022501,0.07896997572655273,0.0799907320318951,0.04117239561895758,0.09722152987733779,0.128803341683966,0.04684393866963177,0.10049754727301607
Jagakarsa,2,3,110,1300000000,20000000,"Jl mesir, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-jagakarsa-oleh-astri-18366703,"0 - 1,5 M",15 - 25 Juta,-6.334499999999935,106.81966000000006,,1657,0.13690127902559546,0.12518097232914016,0.08351230820023492,0.05329997572656264,0.12458073203186704,0.06815650340206592,0.10798817443849718,0.10313334168397592,0.003109448969845552,0.145087547272988
Rumah murah dalam cluster asri dan nyaman,3,5,160,1300000000,11504425,"Jalan Gandaria, Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta",https://www.rumah.com/listing-properti/dijual-rumah-murah-dalam-cluster-asri-dan-nyaman-oleh-yoni-topan-18167685,"0 - 1,5 M",10 - 15 Juta,-6.332381209405486,106.81742981774693,,1658,0.1370126706842747,0.1252923639878194,0.08362369985891416,0.05341136738524188,0.1202317591842883,0.06380753055448718,0.10363920159091844,0.10324473334265516,0.006602911517238574,0.14073857442540927
